"date","daily_flow.Open","daily_hypo","daily_epi","daily_chla","daily_tp","daily_doc","daily_swdoc","daily_secchi"
2002-03-30,781,,,,,,,
2002-03-31,598,,,,,,,
2002-04-01,800,,,,,,,
2002-04-02,820,,,,,,,
2002-04-03,820,,,,,,,
2002-04-04,670,,,,,,,
2002-04-05,801,,,,,,,
2002-04-06,806,,,,,,,
2002-04-07,817,,,,,,,
2002-04-08,812,,,,,,,
2002-04-09,818,,,,,,,
2002-04-10,814,,,,,,,
2002-04-11,816,,,,,,,
2002-04-12,815,,,,,,,
2002-04-13,762,,,,,,,
2002-04-14,687,,,,,,5.31,
2002-04-15,813,,,,,,10.8375,
2002-04-16,815,,,,,,,
2002-04-17,815,,,,,,,
2002-04-17,,2.5,2.6,2.5,7.5,4.275,,4.5
2002-04-18,806,,,,,,,
2002-04-19,774,,,,,,,
2002-04-20,808,,,,,,,
2002-04-21,805,,,,,,,
2002-04-22,817,,,,,,,
2002-04-23,812,,,,,,,
2002-04-24,803,,,,,,,
2002-04-25,806,,,,,,,
2002-04-26,796,,,,,,,
2002-04-27,771,,,,,,,
2002-04-28,531,,,,,,,
2002-04-29,810,,,,,,,
2002-04-30,848,,,,,,,
2002-05-01,701,,,,,,,
2002-05-02,651,,,,,,,
2002-05-03,504,,,,,,,
2002-05-04,735,,,,,,,
2002-05-05,370,,,,,,,
2002-05-06,656,,,,,,,
2002-05-07,658,,,,,,,
2002-05-08,660,,,,,,,
2002-05-09,663,,,,,,,
2002-05-10,661,,,,,,,
2002-05-11,661,,,,,,,
2002-05-12,652,,,,,,,
2002-05-13,648,,,,,,,
2002-05-14,656,,,,,,9.36,
2002-05-15,647,,,,,,11.3890909090909,
2002-05-16,652,,,,,,,
2002-05-16,,4.2,8,3,5.75,4.0275,,4.3
2002-05-17,622,,,,,,,
2002-05-18,651,,,,,,,
2002-05-19,555,,,,,,,
2002-05-20,503,,,,,,,
2002-05-21,638,,,,,,,
2002-05-22,632,,,,,,,
2002-05-23,568,,,,,,,
2002-05-24,650,,,,,,,
2002-05-25,656,,,,,,,
2002-05-26,645,,,,,,,
2002-05-27,627,,,,,,,
2002-05-28,629,,,,,,,
2002-05-29,546,,,,,,,
2002-05-30,539,,,,,,,
2002-05-31,629,,,,,,,
2002-06-01,607,,,,,,,
2002-06-02,494,,,,,,,
2002-06-03,595,,,,,,,
2002-06-04,594,,,,,,,
2002-06-05,412,,,,,,,
2002-06-06,165,,,,,,,
2002-06-07,598,,,,,,,
2002-06-08,607,,,,,,,
2002-06-09,605,,,,,,,
2002-06-10,643,,,,,,8.775,
2002-06-11,652,,,,,,,
2002-06-12,581,,,,,,16.425,
2002-06-13,641,,,,,,,
2002-06-14,441,,,,,,,
2002-06-15,437,,,,,,,
2002-06-16,244,,,,,,,
2002-06-17,607,,,,,,10.4625,
2002-06-18,494,,,,,,,
2002-06-19,595,,,,,,,
2002-06-20,594,,,,,,,
2002-06-21,412,,,,,,,
2002-06-22,165,,,,,,,
2002-06-23,160,,,,,,,
2002-06-24,508,,,,,,,
2002-06-25,604,,,,,,,
2002-06-26,483,,,,,,,
2002-06-27,600,,,,,,,
2002-06-28,514,,,,,,,
2002-06-29,280,,,,,,,
2002-06-30,293,,,,,,,
2002-07-01,589,,,,,,,
2002-07-02,480,,,,,,,
2002-07-03,587,,,,,,,
2002-07-03,,5,15.2,2.8,6,3.4875,,4.8
2002-07-04,584,,,,,,,
2002-07-05,570,,,,,,,
2002-07-06,164,,,,,,,
2002-07-07,388,,,,,,,
2002-07-08,206,,,,,,,
2002-07-09,185,,,,,,,
2002-07-10,186,,,,,,,
2002-07-11,175,,,,,,,
2002-07-12,404,,,,,,,
2002-07-13,431,,,,,,,
2002-07-14,205,,,,,,,
2002-07-15,626,,,,,,11.2418181818182,
2002-07-16,526,,,,,,10.035,
2002-07-17,443,,,,,,,
2002-07-18,206,,,,,,,
2002-07-19,423,,,,,,,
2002-07-20,413,,,,,,,
2002-07-21,158,,,,,,,
2002-07-22,250,,,,,,,
2002-07-23,297,,,,,,,
2002-07-24,507,,,,,,,
2002-07-25,643,,,,,,,
2002-07-26,550,,,,,,,
2002-07-27,594,,,,,,,
2002-07-28,419,,,,,,,
2002-07-29,498,,,,,,,
2002-07-30,524,,,,,,,
2002-07-31,521,,,,,,,
2002-08-01,530,,,,,,,
2002-08-02,387,,,,,,,
2002-08-03,308,,,,,,,
2002-08-04,497,,,,,,,
2002-08-05,602,,,,,,,
2002-08-06,602,,,,,,,
2002-08-07,462,,,,,,,
2002-08-08,596,,,,,,,
2002-08-09,603,,,,,,,
2002-08-10,603,,,,,,,
2002-08-11,612,,,,,,,
2002-08-12,610,,,,,,10.8,
2002-08-13,607,,,,,,15.615,
2002-08-14,617,,,,,,7.65,
2002-08-15,615,,,,,,8.775,
2002-08-16,613,,,,,,,
2002-08-17,608,,,,,,,
2002-08-18,603,,,,,,,
2002-08-19,625,,,,,,,
2002-08-20,593,,,,,,,
2002-08-21,595,,,,,,,
2002-08-22,590,,,,,,,
2002-08-23,590,,,,,,,
2002-08-24,600,,,,,,,
2002-08-25,536,,,,,,,
2002-08-26,597,,,,,,,
2002-08-27,596,,,,,,,
2002-08-28,510,,,,,,,
2002-08-29,494,,,,,,,
2002-08-30,500,,,,,,,
2002-08-31,604,,,,,,,
2002-09-01,392,,,,,,,
2002-09-02,554,,,,,,,
2002-09-03,587,,,,,,,
2002-09-04,361,,,,,,,
2002-09-04,,6.3,18.1,2.4,6,3.69,,5.4
2002-09-05,345,,,,,,,
2002-09-06,259,,,,,,,
2002-09-07,181,,,,,,,
2002-09-08,167,,,,,,,
2002-09-09,290,,,,,,,
2002-09-10,370,,,,,,,
2002-09-11,566,,,,,,,
2002-09-12,540,,,,,,,
2002-09-13,435,,,,,,,
2002-09-14,284,,,,,,,
2002-09-15,198,,,,,,,
2002-09-16,526,,,,,,8.38636363636364,
2002-09-17,511,,,,,,6.975,
2002-09-18,526,,,,,,,
2002-09-19,366,,,,,,,
2002-09-20,346,,,,,,,
2002-09-21,174,,,,,,,
2002-09-22,192,,,,,,,
2002-09-23,613,,,,,,,
2002-09-24,585,,,,,,,
2002-09-25,555,,,,,,,
2002-09-26,441,,,,,,,
2002-09-27,442,,,,,,,
2002-09-28,164,,,,,,,
2002-09-29,157,,,,,,,
2002-09-30,193,,,,,,,
2002-10-01,442,,,,,,,
2002-10-02,443,,,,,,,
2002-10-03,207,,,,,,,
2002-10-04,231,,,,,,,
2002-10-05,323,,,,,,,
2002-10-06,301,,,,,,,
2002-10-07,466,,,,,,6.435,
2002-10-08,360,,,,,,,
2002-10-09,336,,,,,,,
2002-10-10,321,,,,,,,
2002-10-11,322,,,,,,,
2002-10-12,356,,,,,,,
2002-10-13,374,,,,,,,
2002-10-14,363,,,,,,8.82,
2002-10-15,349,,,,,,4.59,
2002-10-16,316,,,,,,6.345,
2002-10-16,,10.3,10.3,1.6,7,4.1175,,4
2002-10-17,352,,,,,,,
2002-10-18,301,,,,,,,
2002-10-19,291,,,,,,,
2002-10-20,225,,,,,,,
2002-10-21,306,,,,,,,
2002-10-22,296,,,,,,,
2002-10-23,294,,,,,,,
2002-10-24,290,,,,,,,
2002-10-25,236,,,,,,,
2002-10-26,159,,,,,,,
2002-10-27,159,,,,,,,
2002-10-28,169,,,,,,,
2002-10-29,176,,,,,,,
2002-10-30,249,,,,,,,
2002-10-31,508,,,,,,,
2002-11-01,248,,,,,,,
2002-11-02,273,,,,,,,
2002-11-03,327,,,,,,,
2002-11-04,267,,,,,,,
2002-11-05,219,,,,,,,
2002-11-06,224,,,,,,,
2002-11-07,181,,,,,,,
2002-11-08,174,,,,,,,
2002-11-09,173,,,,,,,
2002-11-10,171,,,,,,,
2002-11-11,294,,,,,,,
2002-11-12,243,,,,,,7.2,
2002-11-13,164,,,,,,7.668,
2002-11-14,159,,,,,,,
2002-11-15,162,,,,,,,
2002-11-16,165,,,,,,,
2002-11-17,163,,,,,,,
2002-11-18,165,,,,,,10.62,
2002-11-19,172,,,,,,,
2002-11-20,157,,,,,,,
2002-11-21,216,,,,,,,
2002-11-22,316,,,,,,,
2002-11-23,303,,,,,,,
2002-11-24,185,,,,,,,
2002-11-25,156,,,,,,,
2002-11-26,143,,,,,,,
2002-11-27,160,,,,,,,
2002-11-28,240,,,,,,,
2002-11-29,207,,,,,,,
2002-11-30,249,,,,,,,
2002-12-01,260,,,,,,,
2002-12-02,265,,,,,,,
2002-12-03,223,,,,,,,
2002-12-04,278,,,,,,,
2002-12-05,263,,,,,,,
2002-12-06,448,,,,,,,
2002-12-07,602,,,,,,,
2002-12-08,617,,,,,,,
2002-12-09,598,,,,,,,
2002-12-10,581,,,,,,,
2002-12-11,290,,,,,,10.26,
2002-12-12,443,,,,,,,
2002-12-13,308,,,,,,,
2002-12-14,454,,,,,,,
2002-12-15,489,,,,,,,
2002-12-16,506,,,,,,7.38,
2002-12-17,542,,,,,,,
2002-12-18,563,,,,,,,
2002-12-19,613,,,,,,,
2002-12-20,552,,,,,,,
2002-12-21,507,,,,,,,
2002-12-22,598,,,,,,,
2002-12-23,319,,,,,,,
2002-12-24,468,,,,,,,
2002-12-25,486,,,,,,,
2002-12-26,464,,,,,,,
2002-12-27,518,,,,,,,
2002-12-28,551,,,,,,,
2002-12-29,599,,,,,,,
2002-12-30,616,,,,,,,
2002-12-31,568,,,,,,,
2003-01-01,569,,,,,,,
2003-01-02,563,,,,,,,
2003-01-03,557,,,,,,,
2003-01-04,567,,,,,,,
2003-01-05,585,,,,,,,
2003-01-06,562,,,,,,,
2003-01-07,560,,,,,,,
2003-01-08,551,,,,,,,
2003-01-09,547,,,,,,,
2003-01-10,561,,,,,,,
2003-01-11,546,,,,,,,
2003-01-12,537,,,,,,,
2003-01-13,538,,,,,,,
2003-01-14,518,,,,,,7.155,
2003-01-15,523,,,,,,6.31125,
2003-01-16,538,,,,,,6.93,
2003-01-17,609,,,,,,,
2003-01-18,594,,,,,,,
2003-01-19,598,,,,,,,
2003-01-20,587,,,,,,,
2003-01-21,533,,,,,,,
2003-01-22,560,,,,,,,
2003-01-23,582,,,,,,,
2003-01-24,628,,,,,,,
2003-01-25,656,,,,,,,
2003-01-26,651,,,,,,,
2003-01-27,657,,,,,,,
2003-01-28,679,,,,,,,
2003-01-29,662,,,,,,,
2003-01-30,650,,,,,,,
2003-01-31,607,,,,,,,
2003-02-01,505,,,,,,,
2003-02-02,481,,,,,,,
2003-02-03,551,,,,,,,
2003-02-04,597,,,,,,,
2003-02-05,627,,,,,,,
2003-02-06,652,,,,,,,
2003-02-07,650,,,,,,,
2003-02-08,660,,,,,,,
2003-02-09,658,,,,,,,
2003-02-10,669,,,,,,,
2003-02-11,654,,,,,,9.855,
2003-02-12,599,,,,,,,
2003-02-13,656,,,,,,,
2003-02-14,591,,,,,,,
2003-02-15,671,,,,,,,
2003-02-16,672,,,,,,,
2003-02-17,675,,,,,,6.21,
2003-02-18,673,,,,,,,
2003-02-19,659,,,,,,6.66,
2003-02-20,651,,,,,,,
2003-02-21,686,,,,,,,
2003-02-22,676,,,,,,,
2003-02-23,678,,,,,,,
2003-02-24,679,,,,,,,
2003-02-25,677,,,,,,9.18,
2003-02-26,671,,,,,,,
2003-02-27,335,,,,,,,
2003-02-28,324,,,,,,,
2003-03-01,333,,,,,,,
2003-03-02,344,,,,,,,
2003-03-03,338,,,,,,,
2003-03-04,337,,,,,,,
2003-03-05,346,,,,,,,
2003-03-06,346,,,,,,,
2003-03-07,320,,,,,,,
2003-03-08,325,,,,,,,
2003-03-09,322,,,,,,,
2003-03-10,324,,,,,,,
2003-03-11,564,,,,,,,
2003-03-12,580,,,,,,,
2003-03-13,675,,,,,,,
2003-03-14,561,,,,,,,
2003-03-15,486,,,,,,,
2003-03-16,271,,,,,,,
2003-03-17,301,,,,,,8.57076923076923,
2003-03-18,289,,,,,,,
2003-03-19,260,,,,,,,
2003-03-20,280,,,,,,,
2003-03-21,272,,,,,,,
2003-03-22,247,,,,,,,
2003-03-23,216,,,,,,,
2003-03-24,212,,,,,,,
2003-03-25,234,,,,,,,
2003-03-26,653,,,,,,,
2003-03-27,457,,,,,,,
2003-03-28,465,,,,,,,
2003-03-29,281,,,,,,,
2003-03-30,186,,,,,,,
2003-03-31,185,,,,,,,
2003-04-01,197,,,,,,,
2003-04-02,363,,,,,,,
2003-04-03,446,,,,,,,
2003-04-04,291,,,,,,,
2003-04-05,634,,,,,,,
2003-04-06,331,,,,,,,
2003-04-07,617,,,,,,,
2003-04-08,712,,,,,,,
2003-04-08,,1,1.3,1.1,5,3.915,,5.5
2003-04-09,714,,,,,,,
2003-04-10,716,,,,,,,
2003-04-11,717,,,,,,,
2003-04-12,620,,,,,,,
2003-04-13,266,,,,,,,
2003-04-14,259,,,,,,16.0118181818182,
2003-04-15,302,,,,,,6.885,
2003-04-16,315,,,,,,,
2003-04-17,312,,,,,,,
2003-04-18,306,,,,,,,
2003-04-19,316,,,,,,,
2003-04-20,291,,,,,,,
2003-04-21,249,,,,,,,
2003-04-22,234,,,,,,,
2003-04-23,239,,,,,,,
2003-04-24,236,,,,,,,
2003-04-25,290,,,,,,,
2003-04-26,270,,,,,,,
2003-04-27,201,,,,,,,
2003-04-28,184,,,,,,,
2003-04-29,590,,,,,,,
2003-04-30,645,,,,,,,
2003-05-01,645,,,,,,,
2003-05-02,644,,,,,,,
2003-05-03,644,,,,,,,
2003-05-04,647,,,,,,,
2003-05-05,654,,,,,,,
2003-05-06,650,,,,,,,
2003-05-07,654,,,,,,,
2003-05-08,654,,,,,,,
2003-05-09,664,,,,,,,
2003-05-10,389,,,,,,,
2003-05-11,238,,,,,,,
2003-05-12,583,,,,,,9.99,
2003-05-13,661,,,,,,,
2003-05-14,575,,,,,,12.8,
2003-05-15,512,,,,,,6.93,
2003-05-16,193,,,,,,,
2003-05-17,205,,,,,,,
2003-05-18,229,,,,,,,
2003-05-19,435,,,,,,,
2003-05-20,536,,,,,,,
2003-05-21,536,,,,,,,
2003-05-22,600,,,,,,,
2003-05-22,,4.2,7.2,2.8,4.25,4.0725,,4.8
2003-05-23,752,,,,,,,
2003-05-24,220,,,,,,,
2003-05-25,206,,,,,,,
2003-05-26,606,,,,,,,
2003-05-27,622,,,,,,,
2003-05-28,406,,,,,,,
2003-05-29,193,,,,,,,
2003-05-30,188,,,,,,,
2003-05-31,179,,,,,,,
2003-06-01,177,,,,,,,
2003-06-02,644,,,,,,,
2003-06-03,649,,,,,,,
2003-06-04,208,,,,,,,
2003-06-05,191,,,,,,,
2003-06-06,531,,,,,,,
2003-06-07,195,,,,,,,
2003-06-08,194,,,,,,,
2003-06-09,339,,,,,,,
2003-06-10,544,,,,,,,
2003-06-11,583,,,,,,,
2003-06-12,615,,,,,,,
2003-06-13,668,,,,,,,
2003-06-14,675,,,,,,,
2003-06-15,676,,,,,,,
2003-06-16,602,,,,,,9.31090909090909,
2003-06-17,603,,,,,,10.575,
2003-06-17,,4.2,13.3,2,6.5,4.05,,4.7
2003-06-18,499,,,,,,,
2003-06-19,271,,,,,,,
2003-06-20,328,,,,,,,
2003-06-21,192,,,,,,,
2003-06-22,197,,,,,,,
2003-06-23,630,,,,,,,
2003-06-24,817,,,,,,,
2003-06-25,678,,,,,,,
2003-06-26,656,,,,,,,
2003-06-27,646,,,,,,,
2003-06-28,244,,,,,,,
2003-06-29,182,,,,,,,
2003-06-30,604,,,,,,,
2003-07-01,515,,,,,,,
2003-07-02,624,,,,,,,
2003-07-03,627,,,,,,,
2003-07-04,331,,,,,,,
2003-07-05,502,,,,,,,
2003-07-06,230,,,,,,,
2003-07-07,754,,,,,,,
2003-07-08,671,,,,,,,
2003-07-09,351,,,,,,,
2003-07-10,562,,,,,,,
2003-07-11,402,,,,,,,
2003-07-12,202,,,,,,,
2003-07-13,178,,,,,,,
2003-07-14,483,,,,,,8.42142857142857,
2003-07-15,547,,,,,,14.19,
2003-07-16,459,,,,,,10.53,
2003-07-17,205,,,,,,,
2003-07-18,443,,,,,,,
2003-07-19,375,,,,,,,
2003-07-20,450,,,,,,,
2003-07-21,587,,,,,,,
2003-07-22,650,,,,,,,
2003-07-23,528,,,,,,,
2003-07-24,645,,,,,,8.775,
2003-07-25,510,,,,,,,
2003-07-26,209,,,,,,,
2003-07-27,210,,,,,,,
2003-07-28,349,,,,,,,
2003-07-29,365,,,,,,,
2003-07-30,359,,,,,,,
2003-07-31,501,,,,,,,
2003-08-01,363,,,,,,,
2003-08-02,548,,,,,,,
2003-08-03,432,,,,,,,
2003-08-04,553,,,,,,,
2003-08-05,322,,,,,,,
2003-08-06,288,,,,,,,
2003-08-07,320,,,,,,,
2003-08-08,392,,,,,,,
2003-08-09,218,,,,,,,
2003-08-10,242,,,,,,,
2003-08-11,287,,,,,,,
2003-08-12,196,,,,,,9.63,
2003-08-13,185,,,,,,14.49,
2003-08-13,,5.2,21,2.8,6.75,3.8475,,4.9
2003-08-14,185,,,,,,,
2003-08-15,188,,,,,,4.32,
2003-08-16,339,,,,,,,
2003-08-17,203,,,,,,,
2003-08-18,193,,,,,,9.89,
2003-08-19,187,,,,,,,
2003-08-20,233,,,,,,,
2003-08-21,191,,,,,,,
2003-08-22,244,,,,,,,
2003-08-23,190,,,,,,,
2003-08-24,183,,,,,,,
2003-08-25,184,,,,,,,
2003-08-26,246,,,,,,,
2003-08-27,266,,,,,,,
2003-08-28,253,,,,,,,
2003-08-29,284,,,,,,,
2003-08-30,287,,,,,,,
2003-08-31,286,,,,,,,
2003-09-01,252,,,,,,,
2003-09-02,314,,,,,,,
2003-09-03,282,,,,,,,
2003-09-04,273,,,,,,,
2003-09-05,261,,,,,,,
2003-09-06,295,,,,,,,
2003-09-07,230,,,,,,,
2003-09-08,192,,,,,,,
2003-09-09,201,,,,,,,
2003-09-10,205,,,,,,,
2003-09-11,207,,,,,,,
2003-09-12,203,,,,,,,
2003-09-13,206,,,,,,,
2003-09-14,205,,,,,,,
2003-09-15,197,,,,,,10.5225,
2003-09-16,205,,,,,,6.93,
2003-09-17,198,,,,,,,
2003-09-18,197,,,,,,,
2003-09-19,188,,,,,,,
2003-09-20,198,,,,,,,
2003-09-21,203,,,,,,,
2003-09-22,198,,,,,,,
2003-09-23,196,,,,,,,
2003-09-24,218,,,,,,,
2003-09-25,196,,,,,,,
2003-09-26,201,,,,,,,
2003-09-27,201,,,,,,,
2003-09-28,198,,,,,,,
2003-09-29,193,,,,,,,
2003-09-30,195,,,,,,,
2003-10-01,230,,,,,,,
2003-10-02,278,,,,,,,
2003-10-03,252,,,,,,,
2003-10-04,233,,,,,,,
2003-10-05,263,,,,,,,
2003-10-06,261,,,,,,6.3,
2003-10-06,,8.2,12.7,1.5,4.75,3.9375,,5.2
2003-10-07,252,,,,,,,
2003-10-08,259,,,,,,,
2003-10-09,301,,,,,,,
2003-10-10,291,,,,,,,
2003-10-11,274,,,,,,,
2003-10-12,269,,,,,,,
2003-10-13,259,,,,,,,
2003-10-14,221,,,,,,7.605,
2003-10-15,231,,,,,,11.9828571428571,
2003-10-16,262,,,,,,3.6,
2003-10-17,262,,,,,,,
2003-10-18,263,,,,,,,
2003-10-19,266,,,,,,,
2003-10-20,263,,,,,,7.56,
2003-10-21,272,,,,,,,
2003-10-22,308,,,,,,,
2003-10-23,349,,,,,,,
2003-10-24,262,,,,,,,
2003-10-25,221,,,,,,,
2003-10-26,199,,,,,,,
2003-10-27,196,,,,,,,
2003-10-28,200,,,,,,,
2003-10-29,193,,,,,,,
2003-10-30,203,,,,,,,
2003-10-31,205,,,,,,,
2003-11-01,205,,,,,,,
2003-11-02,205,,,,,,,
2003-11-03,200,,,,,,,
2003-11-04,197,,,,,,,
2003-11-05,199,,,,,,,
2003-11-06,229,,,,,,,
2003-11-07,300,,,,,,,
2003-11-08,366,,,,,,,
2003-11-09,382,,,,,,,
2003-11-10,356,,,,,,,
2003-11-11,359,,,,,,,
2003-11-12,360,,,,,,,
2003-11-13,361,,,,,,,
2003-11-14,354,,,,,,5.04,
2003-11-15,255,,,,,,,
2003-11-16,213,,,,,,,
2003-11-17,195,,,,,,13.4590909090909,
2003-11-18,193,,,,,,9.54,
2003-11-19,201,,,,,,,
2003-11-20,194,,,,,,,
2003-11-21,197,,,,,,,
2003-11-22,209,,,,,,,
2003-11-23,214,,,,,,,
2003-11-24,212,,,,,,,
2003-11-25,218,,,,,,,
2003-11-26,207,,,,,,,
2003-11-27,204,,,,,,,
2003-11-28,275,,,,,,,
2003-11-29,290,,,,,,,
2003-11-30,287,,,,,,,
2003-12-01,239,,,,,,,
2003-12-02,247,,,,,,,
2003-12-03,258,,,,,,,
2003-12-04,232,,,,,,,
2003-12-05,212,,,,,,,
2003-12-06,237,,,,,,,
2003-12-07,211,,,,,,,
2003-12-08,202,,,,,,,
2003-12-09,225,,,,,,,
2003-12-10,223,,,,,,,
2003-12-11,206,,,,,,,
2003-12-12,241,,,,,,,
2003-12-13,284,,,,,,,
2003-12-14,302,,,,,,,
2003-12-15,340,,,,,,10.818,
2003-12-16,338,,,,,,8.37,
2003-12-17,242,,,,,,,
2003-12-18,196,,,,,,,
2003-12-19,252,,,,,,,
2003-12-20,266,,,,,,,
2003-12-21,263,,,,,,,
2003-12-22,229,,,,,,,
2003-12-23,252,,,,,,,
2003-12-24,219,,,,,,,
2003-12-25,184,,,,,,,
2003-12-26,179,,,,,,,
2003-12-27,127,,,,,,,
2003-12-28,113,,,,,,,
2003-12-29,133,,,,,,,
2003-12-30,190,,,,,,,
2003-12-31,495,,,,,,,
2004-01-01,460,,,,,,,
2004-01-02,473,,,,,,,
2004-01-03,493,,,,,,,
2004-01-04,490,,,,,,,
2004-01-05,489,,,,,,,
2004-01-06,491,,,,,,,
2004-01-07,483,,,,,,,
2004-01-08,383,,,,,,,
2004-01-09,505,,,,,,,
2004-01-10,507,,,,,,,
2004-01-11,506,,,,,,,
2004-01-12,505,,,,,,9.315,
2004-01-13,503,,,,,,,
2004-01-14,509,,,,,,8.03,
2004-01-15,511,,,,,,4.86,
2004-01-16,474,,,,,,,
2004-01-17,501,,,,,,,
2004-01-18,492,,,,,,,
2004-01-19,443,,,,,,9.36,
2004-01-20,515,,,,,,,
2004-01-21,515,,,,,,,
2004-01-22,482,,,,,,,
2004-01-23,475,,,,,,,
2004-01-24,472,,,,,,,
2004-01-25,484,,,,,,,
2004-01-26,474,,,,,,,
2004-01-27,453,,,,,,,
2004-01-28,467,,,,,,,
2004-01-29,469,,,,,,,
2004-01-30,469,,,,,,,
2004-01-31,472,,,,,,,
2004-02-01,482,,,,,,,
2004-02-02,490,,,,,,,
2004-02-03,510,,,,,,,
2004-02-04,494,,,,,,,
2004-02-05,510,,,,,,,
2004-02-06,505,,,,,,,
2004-02-07,510,,,,,,,
2004-02-08,507,,,,,,,
2004-02-09,492,,,,,,10.71,
2004-02-10,508,,,,,,6.3,
2004-02-11,502,,,,,,,
2004-02-12,504,,,,,,,
2004-02-13,498,,,,,,,
2004-02-14,494,,,,,,,
2004-02-15,501,,,,,,,
2004-02-16,509,,,,,,8.51727272727273,
2004-02-17,498,,,,,,,
2004-02-18,487,,,,,,,
2004-02-19,486,,,,,,,
2004-02-20,484,,,,,,,
2004-02-21,485,,,,,,,
2004-02-22,492,,,,,,,
2004-02-23,493,,,,,,,
2004-02-24,481,,,,,,,
2004-02-25,434,,,,,,,
2004-02-26,426,,,,,,,
2004-02-27,438,,,,,,,
2004-02-28,495,,,,,,,
2004-02-29,495,,,,,,,
2004-03-01,495,,,,,,,
2004-03-02,492,,,,,,,
2004-03-03,481,,,,,,,
2004-03-04,493,,,,,,,
2004-03-05,483,,,,,,,
2004-03-06,491,,,,,,,
2004-03-07,488,,,,,,,
2004-03-08,497,,,,,,,
2004-03-09,494,,,,,,,
2004-03-10,485,,,,,,,
2004-03-11,495,,,,,,,
2004-03-12,490,,,,,,,
2004-03-13,490,,,,,,,
2004-03-14,487,,,,,,,
2004-03-15,433,,,,,,7.215,
2004-03-16,486,,,,,,6.80142857142857,
2004-03-17,489,,,,,,,
2004-03-18,499,,,,,,,
2004-03-19,461,,,,,,,
2004-03-20,442,,,,,,,
2004-03-21,472,,,,,,,
2004-03-22,425,,,,,,,
2004-03-23,385,,,,,,,
2004-03-24,394,,,,,,,
2004-03-25,472,,,,,,,
2004-03-26,478,,,,,,,
2004-03-27,486,,,,,,,
2004-03-28,486,,,,,,,
2004-03-29,486,,,,,,,
2004-03-30,487,,,,,,,
2004-03-31,486,,,,,,,
2004-04-01,443,,,,,,,
2004-04-02,490,,,,,,,
2004-04-03,484,,,,,,,
2004-04-04,481,,,,,,,
2004-04-05,486,,,,,,,
2004-04-06,489,,,,,,,
2004-04-06,,1.4,1.4,2.4,4.25,3.6,,4.1
2004-04-07,503,,,,,,,
2004-04-08,501,,,,,,,
2004-04-09,244,,,,,,,
2004-04-10,296,,,,,,,
2004-04-11,242,,,,,,,
2004-04-12,248,,,,,,,
2004-04-13,411,,,,,,9.495,
2004-04-14,436,,,,,,11.4428571428571,
2004-04-15,435,,,,,,6.48,
2004-04-16,358,,,,,,,
2004-04-17,225,,,,,,,
2004-04-18,211,,,,,,,
2004-04-19,347,,,,,,,
2004-04-20,426,,,,,,,
2004-04-21,259,,,,,,,
2004-04-22,371,,,,,,,
2004-04-23,372,,,,,,,
2004-04-24,312,,,,,,,
2004-04-25,316,,,,,,,
2004-04-26,498,,,,,,,
2004-04-27,472,,,,,,,
2004-04-28,425,,,,,,,
2004-04-29,429,,,,,,,
2004-04-30,572,,,,,,,
2004-05-01,295,,,,,,,
2004-05-02,498,,,,,,,
2004-05-03,493,,,,,,,
2004-05-04,503,,,,,,,
2004-05-05,451,,,,,,,
2004-05-06,237,,,,,,,
2004-05-07,327,,,,,,,
2004-05-08,515,,,,,,,
2004-05-09,246,,,,,,,
2004-05-10,518,,,,,,,
2004-05-10,,3.8,4.5,4,4.5,3.195,,3.9
2004-05-11,577,,,,,,9.315,
2004-05-12,560,,,,,,,
2004-05-13,581,,,,,,,
2004-05-14,620,,,,,,,
2004-05-15,506,,,,,,,
2004-05-16,464,,,,,,,
2004-05-17,420,,,,,,6.66,
2004-05-18,520,,,,,,,
2004-05-19,316,,,,,,,
2004-05-20,597,,,,,,,
2004-05-21,556,,,,,,,
2004-05-22,603,,,,,,,
2004-05-23,601,,,,,,,
2004-05-24,600,,,,,,,
2004-05-25,453,,,,,,,
2004-05-26,396,,,,,,,
2004-05-27,599,,,,,,,
2004-05-28,597,,,,,,,
2004-05-29,247,,,,,,,
2004-05-30,311,,,,,,,
2004-05-31,458,,,,,,,
2004-06-01,593,,,,,,,
2004-06-02,608,,,,,,,
2004-06-03,555,,,,,,,
2004-06-04,607,,,,,,,
2004-06-05,542,,,,,,,
2004-06-06,435,,,,,,,
2004-06-07,590,,,,,,,
2004-06-08,612,,,,,,,
2004-06-09,616,,,,,,,
2004-06-10,618,,,,,,,
2004-06-11,581,,,,,,,
2004-06-12,637,,,,,,,
2004-06-13,551,,,,,,,
2004-06-14,586,,,,,,9.495,
2004-06-15,487,,,,,,9.16363636363636,
2004-06-16,451,,,,,,,
2004-06-17,589,,,,,,,
2004-06-18,401,,,,,,,
2004-06-19,333,,,,,,,
2004-06-20,248,,,,,,,
2004-06-21,425,,,,,,,
2004-06-22,212,,,,,,,
2004-06-23,485,,,,,,,
2004-06-24,223,,,,,,,
2004-06-25,204,,,,,,,
2004-06-26,208,,,,,,,
2004-06-27,209,,,,,,,
2004-06-28,532,,,,,,,
2004-06-28,,5.8,14.5,2,6.5,3.9375,,4.5
2004-06-29,514,,,,,,,
2004-06-30,601,,,,,,,
2004-07-01,335,,,,,,,
2004-07-02,374,,,,,,,
2004-07-03,393,,,,,,,
2004-07-04,393,,,,,,,
