sampledate,depth,wtemp
2008-07-22,4.00,24.280
2008-07-22,5.00,23.670
2008-07-22,6.00,22.670
2008-07-22,7.00,21.870
2008-07-22,8.00,21.440
2008-07-22,9.00,20.830
2008-07-22,10.00,19.950
2008-07-22,11.00,18.730
2008-07-22,12.00,17.330
2008-07-22,13.00,16.070
2008-07-22,14.00,15.250
2008-07-22,15.00,14.610
2008-07-22,16.00,13.820
2008-07-22,17.00,13.290
2008-07-22,18.00,12.990
2008-07-22,19.00,12.710
2008-07-22,20.00,12.360
2008-07-23,0.00,25.560
2008-07-23,0.50,25.520
2008-07-23,1.00,25.290
2008-07-23,1.50,25.170
2008-07-23,2.00,25.110
2008-07-23,3.00,24.790
2008-07-23,4.00,24.540
2008-07-23,5.00,24.820
2008-07-23,6.00,24.000
2008-07-23,7.00,22.580
2008-07-23,8.00,21.740
2008-07-23,9.00,20.660
2008-07-23,10.00,19.620
2008-07-23,11.00,18.380
2008-07-23,12.00,16.890
2008-07-23,13.00,15.490
2008-07-23,14.00,14.690
2008-07-23,15.00,14.210
2008-07-23,16.00,13.710
2008-07-23,17.00,13.240
2008-07-23,18.00,13.020
2008-07-23,19.00,12.730
2008-07-23,20.00,12.410
2008-07-24,0.00,25.150
2008-07-24,0.50,25.090
2008-07-24,1.00,24.960
2008-07-24,1.50,25.000
2008-07-24,2.00,25.040
2008-07-24,3.00,24.780
2008-07-24,4.00,24.530
2008-07-24,5.00,24.810
2008-07-24,6.00,23.770
2008-07-24,7.00,22.510
2008-07-24,8.00,21.650
2008-07-24,9.00,20.490
2008-07-24,10.00,19.410
2008-07-24,11.00,18.070
2008-07-24,12.00,17.040
2008-07-24,13.00,16.140
2008-07-24,14.00,15.160
2008-07-24,15.00,14.450
2008-07-24,16.00,13.910
2008-07-24,17.00,13.350
2008-07-24,18.00,13.050
2008-07-24,19.00,12.710
2008-07-24,20.00,12.400
2008-07-25,0.00,24.990
2008-07-25,0.50,24.900
2008-07-25,1.00,24.770
2008-07-25,1.50,24.830
2008-07-25,2.00,24.870
2008-07-25,3.00,24.680
2008-07-25,4.00,24.360
2008-07-25,5.00,24.720
2008-07-25,6.00,24.610
2008-07-25,7.00,23.310
2008-07-25,8.00,21.780
2008-07-25,9.00,20.220
2008-07-25,10.00,19.280
2008-07-25,11.00,18.440
2008-07-25,12.00,17.460
2008-07-25,13.00,16.220
2008-07-25,14.00,14.810
2008-07-25,15.00,13.650
2008-07-25,16.00,13.230
2008-07-25,17.00,12.990
2008-07-25,18.00,12.830
2008-07-25,19.00,12.510
2008-07-25,20.00,12.240
2008-08-03,0.00,25.380
2008-08-03,0.50,25.320
2008-08-03,1.00,25.180
2008-08-03,1.50,25.270
2008-08-03,2.00,25.360
2008-08-03,3.00,25.100
2008-08-03,4.00,25.000
2008-08-03,5.00,25.310
2008-08-03,6.00,24.500
2008-08-03,7.00,22.640
2008-08-03,8.00,21.640
2008-08-03,9.00,20.350
2008-08-03,10.00,19.440
2008-08-03,11.00,17.870
2008-08-03,12.00,16.270
2008-08-03,13.00,15.260
2008-08-03,14.00,14.420
2008-08-03,15.00,14.060
2008-08-03,16.00,13.660
2008-08-03,17.00,13.240
2008-08-03,18.00,13.000
2008-08-03,19.00,12.660
2008-08-03,20.00,12.350
2008-08-04,0.00,24.990
2008-08-04,0.50,24.850
2008-08-04,1.00,24.730
2008-08-04,1.50,24.810
2008-08-04,2.00,24.880
2008-08-04,3.00,24.720
2008-08-04,4.00,24.490
2008-08-04,5.00,24.860
2008-08-04,6.00,24.630
2008-08-04,7.00,23.560
2008-08-04,8.00,22.080
2008-08-04,9.00,20.880
2008-08-04,10.00,19.690
2008-08-04,11.00,18.140
2008-08-04,12.00,16.690
2008-08-04,13.00,15.560
2008-08-04,14.00,14.820
2008-08-04,15.00,14.340
2008-08-04,16.00,13.840
2008-08-04,17.00,13.290
2008-08-04,18.00,13.060
2008-08-04,19.00,12.750
2008-08-04,20.00,12.420
2008-08-05,0.00,25.220
2008-08-05,0.50,25.140
2008-08-05,1.00,24.970
2008-08-05,1.50,25.050
2008-08-05,2.00,25.150
2008-08-05,3.00,24.900
2008-08-05,4.00,24.710
2008-08-05,5.00,25.020
2008-08-05,6.00,24.810
2008-08-05,7.00,24.240
2008-08-05,8.00,22.620
2008-08-05,9.00,20.810
2008-08-05,10.00,19.560
2008-08-05,11.00,17.880
2008-08-05,12.00,16.820
2008-08-05,13.00,15.620
2008-08-05,14.00,14.900
2008-08-05,15.00,14.130
2008-08-05,16.00,13.420
2008-08-05,17.00,12.930
2008-08-05,18.00,12.830
2008-08-05,19.00,12.480
2008-08-05,20.00,12.150
2008-08-06,0.00,24.670
2008-08-06,0.50,24.350
2008-08-06,1.00,24.250
2008-08-06,1.50,24.370
2008-08-06,2.00,24.470
2008-08-06,3.00,24.260
2008-08-06,4.00,24.090
2008-08-06,5.00,24.490
2008-08-06,6.00,24.430
2008-08-06,7.00,24.290
2008-08-06,8.00,23.430
2008-08-06,9.00,21.430
2008-08-06,10.00,19.430
2008-08-06,11.00,17.910
2008-08-06,12.00,16.150
2008-08-06,13.00,15.140
2008-08-06,14.00,14.620
2008-08-06,15.00,14.010
2008-08-06,16.00,13.340
2008-08-06,17.00,13.090
2008-08-06,18.00,12.850
2008-08-06,19.00,12.520
2008-08-06,20.00,11.780
2008-08-07,0.00,23.250
2008-08-07,0.50,22.810
2008-08-07,1.00,22.510
2008-08-07,1.50,22.610
2008-08-07,2.00,22.870
2008-08-07,3.00,22.790
2008-08-07,4.00,22.590
2008-08-07,5.00,23.010
2008-08-07,6.00,22.660
2008-08-07,7.00,22.820
2008-08-07,8.00,22.460
2008-08-07,9.00,20.860
2008-08-07,10.00,18.170
2008-08-07,11.00,16.750
2008-08-07,12.00,15.380
2008-08-07,13.00,14.740
2008-08-07,14.00,14.320
2008-08-07,15.00,13.660
2008-08-07,16.00,13.210
2008-08-07,17.00,13.000
2008-08-07,18.00,12.770
2008-08-07,19.00,12.350
2008-08-07,20.00,11.300
2008-08-08,0.00,24.870
2008-08-08,0.50,24.430
2008-08-08,1.00,23.920
2008-08-08,1.50,24.240
2008-08-08,2.00,24.200
2008-08-08,3.00,24.070
2008-08-08,4.00,23.810
2008-08-08,5.00,24.250
2008-08-08,6.00,24.210
2008-08-08,7.00,23.880
2008-08-08,8.00,23.330
2008-08-08,9.00,21.060
2008-08-08,10.00,19.560
2008-08-08,11.00,17.990
2008-08-08,12.00,16.310
2008-08-08,13.00,15.180
2008-08-08,14.00,14.560
2008-08-08,15.00,14.090
2008-08-08,16.00,13.520
2008-08-08,17.00,12.870
2008-08-08,18.00,12.570
2008-08-08,19.00,12.320
2008-08-08,20.00,12.170
2008-08-09,0.00,24.360
2008-08-09,0.50,24.400
2008-08-09,1.00,24.260
2008-08-09,1.50,24.360
2008-08-09,2.00,24.450
2008-08-09,3.00,24.360
2008-08-09,4.00,24.110
2008-08-09,5.00,24.570
2008-08-09,6.00,24.490
2008-08-09,7.00,24.190
2008-08-09,8.00,23.150
2008-08-09,9.00,20.200
2008-08-09,10.00,18.310
2008-08-09,11.00,17.150
2008-08-09,12.00,15.710
2008-08-09,13.00,14.760
2008-08-09,14.00,14.180
2008-08-09,15.00,13.830
2008-08-09,16.00,13.260
2008-08-09,17.00,12.810
2008-08-09,18.00,12.670
2008-08-09,19.00,12.440
2008-08-09,20.00,12.270
2008-08-10,0.00,24.190
2008-08-10,0.50,24.180
2008-08-10,1.00,24.040
2008-08-10,1.50,24.110
2008-08-10,2.00,24.180
2008-08-10,3.00,24.030
2008-08-10,4.00,23.750
2008-08-10,5.00,24.160
2008-08-10,6.00,24.060
2008-08-10,7.00,23.810
2008-08-10,8.00,23.530
2008-08-10,9.00,20.840
2008-08-10,10.00,19.540
2008-08-10,11.00,18.170
2008-08-10,12.00,17.040
2008-08-10,13.00,15.940
2008-08-10,14.00,15.100
2008-08-10,15.00,14.440
2008-08-10,16.00,13.840
2008-08-10,17.00,13.320
2008-08-10,18.00,13.080
2008-08-10,19.00,12.800
2008-08-10,20.00,12.500
2008-08-11,0.00,25.320
2008-08-11,0.50,24.660
2008-08-11,1.00,24.320
2008-08-11,1.50,24.210
2008-08-11,2.00,24.120
2008-08-11,3.00,23.840
2008-08-11,4.00,23.540
2008-08-11,5.00,23.950
2008-08-11,6.00,23.860
2008-08-11,7.00,23.650
2008-08-11,8.00,23.650
2008-08-11,9.00,22.170
2008-08-11,10.00,19.730
2008-08-11,11.00,18.160
2008-08-11,12.00,16.830
2008-08-11,13.00,15.610
2008-08-11,14.00,14.760
2008-08-11,15.00,14.190
2008-08-11,16.00,13.540
2008-08-11,17.00,13.000
2008-08-11,18.00,12.780
2008-08-11,19.00,12.520
2008-08-11,20.00,12.250
2008-08-12,0.00,24.230
2008-08-12,0.50,24.170
2008-08-12,1.00,24.010
2008-08-12,1.50,24.050
2008-08-12,2.00,24.080
2008-08-12,3.00,23.870
2008-08-12,4.00,23.590
2008-08-12,5.00,24.010
2008-08-12,6.00,23.900
2008-08-12,7.00,23.650
2008-08-12,8.00,23.520
2008-08-12,9.00,21.940
2008-08-12,10.00,19.430
2008-08-12,11.00,17.910
2008-08-12,12.00,16.590
2008-08-12,13.00,15.730
2008-08-12,14.00,15.060
2008-08-12,15.00,14.370
2008-08-12,16.00,13.670
2008-08-12,17.00,13.150
2008-08-12,18.00,12.910
2008-08-12,19.00,12.620
2008-08-12,20.00,12.360
2008-08-13,0.00,24.370
2008-08-13,0.50,24.190
2008-08-13,1.00,24.000
2008-08-13,1.50,24.060
2008-08-13,2.00,24.120
2008-08-13,3.00,23.930
2008-08-13,4.00,23.650
2008-08-13,5.00,24.070
2008-08-13,6.00,23.980
2008-08-13,7.00,23.750
2008-08-13,8.00,23.500
2008-08-13,9.00,21.670
2008-08-13,10.00,19.190
2008-08-13,11.00,17.770
2008-08-13,12.00,16.630
2008-08-13,13.00,15.660
2008-08-13,14.00,14.920
2008-08-13,15.00,14.340
2008-08-13,16.00,13.570
2008-08-13,17.00,13.020
2008-08-13,18.00,12.760
2008-08-13,19.00,12.500
2008-08-13,20.00,12.270
2008-08-14,0.00,24.410
2008-08-14,0.50,24.270
2008-08-14,1.00,24.050
2008-08-14,1.50,24.020
2008-08-14,2.00,24.070
2008-08-14,3.00,23.900
2008-08-14,4.00,23.640
2008-08-14,5.00,24.070
2008-08-14,6.00,23.960
2008-08-14,7.00,23.670
2008-08-14,8.00,23.400
2008-08-14,9.00,21.710
2008-08-14,10.00,19.370
2008-08-14,11.00,17.830
2008-08-14,12.00,16.590
2008-08-14,13.00,15.690
2008-08-14,14.00,14.900
2008-08-14,15.00,14.130
2008-08-14,16.00,13.540
2008-08-14,17.00,13.020
2008-08-14,18.00,12.800
2008-08-14,19.00,12.520
2008-08-14,20.00,12.300
2008-08-15,0.00,24.200
2008-08-15,0.50,24.090
2008-08-15,1.00,23.860
2008-08-15,1.50,23.810
2008-08-15,2.00,23.820
2008-08-15,3.00,23.630
2008-08-15,4.00,23.380
2008-08-15,5.00,23.810
2008-08-15,6.00,23.720
2008-08-15,7.00,23.490
2008-08-15,8.00,23.270
2008-08-15,9.00,22.080
2008-08-15,10.00,20.180
2008-08-15,11.00,18.220
2008-08-15,12.00,16.630
2008-08-15,13.00,15.650
2008-08-15,14.00,14.960
2008-08-15,15.00,14.210
2008-08-15,16.00,13.580
2008-08-15,17.00,13.080
2008-08-15,18.00,12.790
2008-08-15,19.00,12.520
2008-08-15,20.00,12.300
2008-08-16,0.00,23.950
2008-08-16,0.50,23.870
2008-08-16,1.00,23.720
2008-08-16,1.50,23.810
2008-08-16,2.00,23.890
2008-08-16,3.00,23.720
2008-08-16,4.00,23.470
2008-08-16,5.00,23.890
2008-08-16,6.00,23.780
2008-08-16,7.00,23.550
2008-08-16,8.00,23.580
2008-08-16,9.00,23.180
2008-08-16,10.00,20.440
2008-08-16,11.00,18.200
2008-08-16,12.00,16.660
2008-08-16,13.00,15.550
2008-08-16,14.00,14.880
2008-08-16,15.00,14.130
2008-08-16,16.00,13.510
2008-08-16,17.00,13.000
2008-08-16,18.00,12.800
2008-08-16,19.00,12.570
2008-08-16,20.00,12.320
2008-08-17,0.00,24.200
2008-08-17,0.50,24.080
2008-08-17,1.00,23.900
2008-08-17,1.50,23.930
2008-08-17,2.00,23.970
2008-08-17,3.00,23.760
2008-08-17,4.00,23.480
2008-08-17,5.00,23.900
2008-08-17,6.00,23.800
2008-08-17,7.00,23.590
2008-08-17,8.00,23.650
2008-08-17,9.00,23.430
2008-08-17,10.00,20.350
2008-08-17,11.00,17.800
2008-08-17,12.00,16.590
2008-08-17,13.00,15.590
2008-08-17,14.00,14.900
2008-08-17,15.00,14.330
2008-08-17,16.00,13.730
2008-08-17,17.00,13.200
2008-08-17,18.00,12.940
2008-08-17,19.00,12.680
2008-08-17,20.00,12.410
2008-08-18,0.00,24.840
2008-08-18,0.50,24.570
2008-08-18,1.00,24.240
2008-08-18,1.50,24.180
2008-08-18,2.00,24.160
2008-08-18,3.00,23.900
2008-08-18,4.00,23.610
2008-08-18,5.00,24.050
2008-08-18,6.00,23.940
2008-08-18,7.00,23.690
2008-08-18,8.00,23.670
2008-08-18,9.00,22.990
2008-08-18,10.00,19.950
2008-08-18,11.00,17.670
2008-08-18,12.00,16.530
2008-08-18,13.00,15.510
2008-08-18,14.00,14.710
2008-08-18,15.00,14.220
2008-08-18,16.00,13.650
2008-08-18,17.00,13.050
2008-08-18,18.00,12.820
2008-08-18,19.00,12.540
2008-08-18,20.00,12.220
2008-08-19,0.00,24.630
2008-08-19,0.50,24.520
2008-08-19,1.00,24.310
2008-08-19,1.50,24.310
2008-08-19,2.00,24.290
2008-08-19,3.00,24.020
2008-08-19,4.00,23.700
2008-08-19,5.00,24.010
2008-08-19,6.00,23.700
2008-08-19,7.00,23.310
2008-08-19,8.00,23.000
2008-08-19,9.00,21.640
2008-08-19,10.00,19.530
2008-08-19,11.00,18.200
2008-08-19,12.00,16.890
2008-08-19,13.00,16.110
2008-08-19,14.00,15.010
2008-08-19,15.00,14.270
2008-08-19,16.00,13.710
2008-08-19,17.00,13.220
2008-08-19,18.00,12.960
2008-08-19,19.00,12.660
2008-08-19,20.00,12.340
2008-08-20,0.00,24.420
2008-08-20,0.50,24.100
2008-08-20,1.00,23.870
2008-08-20,1.50,23.910
2008-08-20,2.00,23.960
2008-08-20,3.00,23.830
2008-08-20,4.00,23.570
2008-08-20,5.00,24.000
2008-08-20,6.00,23.840
2008-08-20,7.00,23.530
2008-08-20,8.00,22.670
2008-08-20,9.00,21.700
2008-08-20,10.00,20.500
2008-08-20,11.00,18.710
2008-08-20,12.00,16.790
2008-08-20,13.00,15.750
2008-08-20,14.00,14.690
2008-08-20,15.00,13.990
2008-08-20,16.00,13.570
2008-08-20,17.00,13.090
2008-08-20,18.00,12.840
2008-08-20,19.00,12.470
2008-08-20,20.00,12.180
2008-08-21,0.00,23.860
2008-08-21,0.50,23.810
2008-08-21,1.00,23.660
2008-08-21,1.50,23.750
2008-08-21,2.00,23.840
2008-08-21,3.00,23.690
2008-08-21,4.00,23.470
2008-08-21,5.00,23.930
2008-08-21,6.00,23.840
2008-08-21,7.00,23.580
2008-08-21,8.00,23.290
2008-08-21,9.00,21.540
2008-08-21,10.00,20.140
2008-08-21,11.00,17.890
2008-08-21,12.00,16.640
2008-08-21,13.00,15.590
2008-08-21,14.00,14.950
2008-08-21,15.00,14.420
2008-08-21,16.00,13.830
2008-08-21,17.00,13.350
2008-08-21,18.00,13.070
2008-08-21,19.00,12.690
2008-08-21,20.00,12.380
2008-08-22,0.00,24.070
2008-08-22,0.50,23.980
2008-08-22,1.00,23.820
2008-08-22,1.50,23.920
2008-08-22,2.00,24.010
2008-08-22,3.00,23.870
2008-08-22,4.00,23.620
2008-08-22,5.00,24.030
2008-08-22,6.00,23.710
2008-08-22,7.00,23.140
2008-08-22,8.00,22.620
2008-08-22,9.00,21.710
2008-08-22,10.00,20.830
2008-08-22,11.00,18.150
2008-08-22,12.00,16.670
2008-08-22,13.00,15.600
2008-08-22,14.00,14.850
2008-08-22,15.00,14.160
2008-08-22,16.00,13.570
2008-08-22,17.00,13.100
2008-08-22,18.00,12.810
2008-08-22,19.00,12.490
2008-08-22,20.00,12.180
2008-08-23,0.00,24.270
2008-08-23,0.50,24.180
2008-08-23,1.00,24.020
2008-08-23,1.50,24.100
2008-08-23,2.00,24.180
2008-08-23,3.00,24.020
2008-08-23,4.00,23.760
2008-08-23,5.00,24.200
2008-08-23,6.00,24.040
2008-08-23,7.00,23.610
2008-08-23,8.00,23.290
2008-08-23,9.00,22.490
2008-08-23,10.00,21.030
2008-08-23,11.00,19.070
2008-08-23,12.00,17.000
2008-08-23,13.00,15.440
2008-08-23,14.00,14.620
2008-08-23,15.00,14.110
2008-08-23,16.00,13.570
2008-08-23,17.00,13.050
2008-08-23,18.00,12.790
2008-08-23,19.00,12.490
2008-08-23,20.00,12.200
2008-08-24,0.00,24.060
2008-08-24,0.50,23.990
2008-08-24,1.00,23.830
2008-08-24,1.50,23.910
2008-08-24,2.00,23.990
2008-08-24,3.00,23.830
2008-08-24,4.00,23.590
2008-08-24,5.00,24.060
2008-08-24,6.00,23.970
2008-08-24,7.00,23.760
2008-08-24,8.00,23.840
2008-08-24,9.00,23.590
2008-08-24,10.00,20.290
2008-08-24,11.00,18.380
2008-08-24,12.00,16.640
2008-08-24,13.00,14.930
2008-08-24,14.00,14.250
2008-08-24,15.00,13.850
2008-08-24,16.00,13.400
2008-08-24,17.00,13.000
2008-08-24,18.00,12.810
2008-08-24,19.00,12.520
2008-08-24,20.00,12.240
2008-08-25,0.00,23.880
2008-08-25,0.50,23.860
2008-08-25,1.00,23.700
2008-08-25,1.50,23.780
2008-08-25,2.00,23.860
2008-08-25,3.00,23.700
2008-08-25,4.00,23.430
2008-08-25,5.00,23.870
2008-08-25,6.00,23.750
2008-08-25,7.00,23.510
2008-08-25,8.00,23.440
2008-08-25,9.00,22.100
2008-08-25,10.00,19.780
2008-08-25,11.00,18.080
2008-08-25,12.00,16.550
2008-08-25,13.00,15.370
2008-08-25,14.00,14.340
2008-08-25,15.00,13.810
2008-08-25,16.00,13.400
2008-08-25,17.00,12.940
2008-08-25,18.00,12.810
2008-08-25,19.00,12.540
2008-08-25,20.00,12.240
2008-08-26,0.00,23.390
2008-08-26,0.50,23.400
2008-08-26,1.00,23.250
2008-08-26,1.50,23.320
2008-08-26,2.00,23.400
2008-08-26,3.00,23.220
2008-08-26,4.00,22.960
2008-08-26,5.00,23.430
2008-08-26,6.00,23.330
2008-08-26,7.00,23.140
2008-08-26,8.00,23.180
2008-08-26,9.00,21.830
2008-08-26,10.00,20.220
2008-08-26,11.00,18.220
2008-08-26,12.00,16.670
2008-08-26,13.00,15.530
2008-08-26,14.00,14.560
2008-08-26,15.00,14.030
2008-08-26,16.00,13.490
2008-08-26,17.00,13.030
2008-08-26,18.00,12.840
2008-08-26,19.00,12.570
2008-08-26,20.00,12.270
2008-08-27,0.00,23.610
2008-08-27,0.50,23.260
2008-08-27,1.00,23.010
2008-08-27,1.50,23.020
2008-08-27,2.00,23.100
2008-08-27,3.00,22.920
2008-08-27,4.00,22.700
2008-08-27,5.00,23.170
2008-08-27,6.00,23.050
2008-08-27,7.00,22.890
2008-08-27,8.00,22.980
2008-08-27,9.00,22.900
2008-08-27,10.00,21.050
2008-08-27,11.00,18.490
2008-08-27,12.00,17.130
2008-08-27,13.00,15.570
2008-08-27,14.00,14.500
2008-08-27,15.00,14.130
2008-08-27,16.00,13.610
2008-08-27,17.00,13.200
2008-08-27,18.00,12.860
2008-08-27,19.00,12.590
2008-08-27,20.00,12.310
2008-08-29,0.00,23.600
2008-08-29,0.50,23.510
2008-08-29,1.00,23.350
2008-08-29,1.50,23.420
2008-08-29,2.00,23.500
2008-08-29,3.00,23.290
2008-08-29,4.00,23.010
2008-08-29,5.00,23.370
2008-08-29,6.00,23.110
2008-08-29,7.00,22.890
2008-08-29,8.00,22.890
2008-08-29,9.00,22.320
2008-08-29,10.00,20.870
2008-08-29,11.00,18.380
2008-08-29,12.00,16.760
2008-08-29,13.00,15.620
2008-08-29,14.00,14.680
2008-08-29,15.00,14.060
2008-08-29,16.00,13.600
2008-08-29,17.00,13.160
2008-08-29,18.00,12.830
2008-08-29,19.00,12.530
2008-08-29,20.00,12.270
2008-08-30,0.00,24.310
2008-08-30,0.50,24.020
2008-08-30,1.00,23.760
2008-08-30,1.50,23.660
2008-08-30,2.00,23.600
2008-08-30,3.00,23.320
2008-08-30,4.00,23.030
2008-08-30,5.00,23.470
2008-08-30,6.00,23.300
2008-08-30,7.00,23.010
2008-08-30,8.00,22.930
2008-08-30,9.00,22.720
2008-08-30,10.00,21.110
2008-08-30,11.00,18.670
2008-08-30,12.00,16.640
2008-08-30,13.00,15.020
2008-08-30,14.00,14.240
2008-08-30,15.00,13.830
2008-08-30,16.00,13.360
2008-08-30,17.00,13.040
2008-08-30,18.00,12.870
2008-08-30,19.00,12.570
2008-08-30,20.00,12.260
2008-08-31,0.00,24.400
2008-08-31,0.50,24.320
2008-08-31,1.00,24.120
2008-08-31,1.50,24.110
2008-08-31,2.00,23.990
2008-08-31,3.00,23.550
2008-08-31,4.00,23.150
2008-08-31,5.00,23.530
2008-08-31,6.00,23.270
2008-08-31,7.00,22.930
2008-08-31,8.00,22.810
2008-08-31,9.00,22.430
2008-08-31,10.00,20.860
2008-08-31,11.00,18.230
2008-08-31,12.00,16.660
2008-08-31,13.00,15.470
2008-08-31,14.00,14.470
2008-08-31,15.00,13.810
2008-08-31,16.00,13.380
2008-08-31,17.00,12.990
2008-08-31,18.00,12.830
2008-08-31,19.00,12.520
2008-08-31,20.00,12.230
2008-09-01,0.00,23.890
2008-09-01,0.50,23.800
2008-09-01,1.00,23.620
2008-09-01,1.50,23.670
2008-09-01,2.00,23.710
2008-09-01,3.00,23.490
2008-09-01,4.00,23.150
2008-09-01,5.00,23.570
2008-09-01,6.00,23.370
2008-09-01,7.00,23.030
2008-09-01,8.00,22.830
2008-09-01,9.00,21.810
2008-09-01,10.00,20.410
2008-09-01,11.00,18.620
2008-09-01,12.00,16.940
2008-09-01,13.00,15.420
2008-09-01,14.00,14.510
2008-09-01,15.00,13.940
2008-09-01,16.00,13.440
2008-09-01,17.00,13.020
2008-09-01,18.00,12.800
2008-09-01,19.00,12.530
2008-09-01,20.00,12.220
2008-09-02,0.00,24.000
2008-09-02,0.50,23.930
2008-09-02,1.00,23.760
2008-09-02,1.50,23.840
2008-09-02,2.00,23.910
2008-09-02,3.00,23.700
2008-09-02,4.00,23.290
2008-09-02,5.00,23.640
2008-09-02,6.00,23.350
2008-09-02,7.00,23.030
2008-09-02,8.00,22.870
2008-09-02,9.00,22.200
2008-09-02,10.00,21.110
2008-09-02,11.00,19.050
2008-09-02,12.00,16.940
2008-09-02,13.00,15.340
2008-09-02,14.00,14.470
2008-09-02,15.00,14.070
2008-09-02,16.00,13.560
2008-09-02,17.00,13.050
2008-09-02,18.00,12.840
2008-09-02,19.00,12.530
2008-09-02,20.00,12.250
2008-09-03,0.00,23.740
2008-09-03,0.50,23.690
2008-09-03,1.00,23.520
2008-09-03,1.50,23.620
2008-09-03,2.00,23.720
2008-09-03,3.00,23.560
2008-09-03,4.00,23.330
2008-09-03,5.00,23.830
2008-09-03,6.00,23.720
2008-09-03,7.00,23.490
2008-09-03,8.00,23.560
2008-09-03,9.00,23.370
2008-09-03,10.00,21.330
2008-09-03,11.00,17.480
2008-09-03,12.00,16.290
2008-09-03,13.00,15.190
2008-09-03,14.00,14.530
2008-09-03,15.00,14.080
2008-09-03,16.00,13.670
2008-09-03,17.00,13.200
2008-09-03,18.00,13.000
2008-09-03,19.00,12.640
2008-09-03,20.00,12.350
2008-09-04,0.00,22.870
2008-09-04,0.50,22.870
2008-09-04,1.00,22.720
2008-09-04,1.50,22.830
2008-09-04,2.00,22.920
2008-09-04,3.00,22.760
2008-09-04,4.00,22.550
2008-09-04,5.00,23.050
2008-09-04,6.00,22.970
2008-09-04,7.00,22.770
2008-09-04,8.00,22.790
2008-09-04,9.00,21.580
2008-09-04,10.00,19.740
2008-09-04,11.00,18.110
2008-09-04,12.00,16.810
2008-09-04,13.00,15.830
2008-09-04,14.00,15.160
2008-09-04,15.00,14.570
2008-09-04,16.00,13.980
2008-09-04,17.00,13.350
2008-09-04,18.00,12.990
2008-09-04,19.00,12.620
2008-09-04,20.00,12.220
2008-09-05,0.00,22.570
2008-09-05,0.50,22.400
2008-09-05,1.00,22.160
2008-09-05,1.50,22.220
2008-09-05,2.00,22.270
2008-09-05,3.00,22.070
2008-09-05,4.00,21.840
2008-09-05,5.00,22.320
2008-09-05,6.00,22.240
2008-09-05,7.00,21.990
2008-09-05,8.00,22.080
2008-09-05,9.00,22.020
2008-09-05,10.00,21.850
2008-09-05,11.00,19.890
2008-09-05,12.00,17.410
2008-09-05,13.00,15.840
2008-09-05,14.00,14.910
2008-09-05,15.00,14.270
2008-09-05,16.00,13.580
2008-09-05,17.00,13.060
2008-09-05,18.00,12.860
2008-09-05,19.00,12.590
2008-09-05,20.00,12.220
2008-09-06,0.00,21.970
2008-09-06,0.50,21.920
2008-09-06,1.00,21.770
2008-09-06,1.50,21.870
2008-09-06,2.00,21.950
2008-09-06,3.00,21.760
2008-09-06,4.00,21.530
2008-09-06,5.00,22.020
2008-09-06,6.00,21.930
2008-09-06,7.00,21.700
2008-09-06,8.00,21.800
2008-09-06,9.00,21.750
2008-09-06,10.00,21.880
2008-09-06,11.00,21.100
2008-09-06,12.00,16.910
2008-09-06,13.00,15.310
2008-09-06,14.00,14.740
2008-09-06,15.00,14.290
2008-09-06,16.00,13.690
2008-09-06,17.00,13.120
2008-09-06,18.00,12.910
2008-09-06,19.00,12.620
2008-09-06,20.00,12.300
2008-09-07,0.00,21.730
2008-09-07,0.50,21.680
2008-09-07,1.00,21.520
2008-09-07,1.50,21.630
2008-09-07,2.00,21.710
2008-09-07,3.00,21.530
2008-09-07,4.00,21.310
2008-09-07,5.00,21.830
2008-09-07,6.00,21.750
2008-09-07,7.00,21.500
2008-09-07,8.00,21.600
2008-09-07,9.00,21.540
2008-09-07,10.00,21.690
2008-09-07,11.00,21.390
2008-09-07,12.00,17.090
2008-09-07,13.00,15.530
2008-09-07,14.00,14.870
2008-09-07,15.00,14.360
2008-09-07,16.00,13.810
2008-09-07,17.00,13.250
2008-09-07,18.00,12.980
2008-09-07,19.00,12.640
2008-09-07,20.00,12.300
2008-09-08,0.00,21.340
2008-09-08,0.50,21.320
2008-09-08,1.00,21.170
2008-09-08,1.50,21.280
2008-09-08,2.00,21.360
2008-09-08,3.00,21.200
2008-09-08,4.00,20.980
2008-09-08,5.00,21.500
2008-09-08,6.00,21.430
2008-09-08,7.00,21.190
2008-09-08,8.00,21.310
2008-09-08,9.00,21.320
2008-09-08,10.00,21.420
2008-09-08,11.00,21.260
2008-09-08,12.00,16.700
2008-09-08,13.00,15.410
2008-09-08,14.00,14.590
2008-09-08,15.00,14.110
2008-09-08,16.00,13.570
2008-09-08,17.00,13.030
2008-09-08,18.00,12.810
2008-09-08,19.00,12.530
2008-09-08,20.00,12.240
2008-09-10,0.00,20.810
2008-09-10,0.50,20.790
2008-09-10,1.00,20.630
2008-09-10,1.50,20.730
2008-09-10,2.00,20.810
2008-09-10,3.00,20.590
2008-09-10,4.00,20.320
2008-09-10,5.00,20.820
2008-09-10,6.00,20.730
2008-09-10,7.00,20.470
2008-09-10,8.00,20.560
2008-09-10,9.00,20.520
2008-09-10,10.00,20.630
2008-09-10,11.00,20.120
2008-09-10,12.00,16.600
2008-09-10,13.00,14.730
2008-09-10,14.00,14.240
2008-09-10,15.00,13.930
